,CONCEPTOS,Enero-2012,Febrero-2012,Marzo-2012,Abril-2012,Mayo-2012,Junio-2012,Julio-2012,Agosto-2012,Septiembre-2012,Octubre-2012,Noviembre-2012,Diciembre-2012,Enero-2013,Febrero-2013,Marzo-2013,Abril-2013,Mayo-2013,Junio-2013,Julio-2013,Agosto-2013,Septiembre-2013,Octubre-2013,Noviembre-2013,Diciembre-2013,Enero-2014,Febrero-2014,Marzo-2014,Abril-2014,Mayo-2014,Junio-2014,Julio-2014,Agosto-2014,Septiembre-2014,Octubre-2014,Noviembre-2014,Diciembre-2014,Enero-2015,Febrero-2015,Marzo-2015,Abril-2015,Mayo-2015,Junio-2015,Julio-2015,Agosto-2015,Septiembre-2015,Octubre-2015,Noviembre-2015,Diciembre-2015,Enero-2016,Febrero-2016,Marzo-2016,Abril-2016,Mayo-2016,Junio-2016,Julio-2016,Agosto-2016,Septiembre-2016,Octubre-2016,Noviembre-2016,Diciembre-2016,Enero-2017,Febrero-2017,Marzo-2017,Abril-2017,Mayo-2017,Junio-2017,Julio-2017,Agosto-2017,Septiembre-2017,Octubre-2017,Noviembre-2017,Diciembre-2017,Enero-2018,Febrero-2018,Marzo-2018,Abril-2018,Mayo-2018,Junio-2018,Julio-2018,Agosto-2018,Septiembre-2018,Octubre-2018,Noviembre-2018,Diciembre-2018,Enero-2019,Febrero-2019,Marzo-2019,Abril-2019,Mayo-2019,Junio-2019,Julio-2019,Agosto-2019,Septiembre-2019,Octubre-2019,Noviembre-2019,Diciembre-2019,EneroP-2020,FebreroP-2020,MarzoR-2020,AbrilP-2020
7,Actividades_terciarias,93.172685909537,93.06501201564,98.262151796228,94.732252324385,99.196681653962,98.258977624059,97.898365702793,98.598014913608,94.251299588363,101.662000396977,103.767986832221,101.189726630743,97.04388282705,94.080878469538,97.566849626201,100.139235968478,101.82596717236,99.180568888767,100.81798640553,100.609137117259,97.368564890169,103.482180477446,104.220822027456,103.663926129748,97.844289503864,96.544139064783,101.372236954418,100.311982985933,104.21876357393,102.228625939391,104.406749148297,102.138311667468,100.34210623561,107.005013684594,106.672734786725,108.073362809103,101.983494444669,100.207695723201,106.543468643182,104.921936234297,106.85889566993,108.948223887074,108.72995865994,106.628649716018,106.228346844492,111.102702796961,110.971618766898,111.421181935101,104.685588955031,105.820980328741,108.631243099584,109.49773078328,111.093039481691,111.893242792147,109.882334630153,111.67636482166,108.950516912948,113.871921222378,117.189401066961,116.411156502214,109.91075574353,108.330990327169,115.420718522088,109.808351941256,115.907975561462,115.780742622546,112.307886827731,116.02332724951,110.243818370042,117.40916364694,120.509467952147,118.88492256118,113.141114100765,111.382200112256,116.097199661839,115.975087586491,119.826421049491,118.284204443273,117.496384937477,119.731870260186,112.964593567926,122.112542594576,123.54696626379,119.138448393567,115.43213007829,112.701790553562,117.84737280668,114.84626135254,120.816629850868,117.300320279396,118.766841696376,118.46547707123,113.504881018113,122.211763524509,122.493373076965,120.337895479107,114.845550409604,113.132360461955,116.0758891986,96.068087422781
8,Comercio_al_por_mayor,88.199827127759,92.753823301626,102.627228525749,93.85533546368,103.245939578748,100.056310510817,99.307784705399,102.560528811718,92.587399761959,112.769118474852,113.290020296406,90.846232698218,94.097913234046,89.539237352371,95.24948031326,105.379036656798,103.59809740311,98.286870128703,100.90901125466,102.911286129925,95.283194218685,114.497734623623,109.418409067803,90.829729617018,94.254369611249,94.578125143748,102.012764873284,103.543590435064,110.789481193059,104.752990219089,109.905830385405,105.837881283521,104.34042223301,122.379576042805,114.491169636084,101.930848990531,100.475159575754,98.596337394685,111.436596381159,110.478321753349,109.869753549735,117.586015447236,117.075228305741,110.498503539622,114.497397271757,125.643896941515,116.889612700471,101.309747109358,98.88463593339,106.14061433767,111.348362443814,115.80582196056,115.029811677641,118.768525740637,108.669769058506,118.674641185769,115.587912204467,124.283602907551,124.194840209095,107.535631514404,106.18114746727,105.412326858418,122.768378267856,107.336248829865,122.253052972662,123.43567893149,113.032876370969,128.337087273838,117.261235341714,136.050464261337,131.217915121543,108.810234445314,111.808084423568,111.903525244021,120.50697020679,118.871968878728,130.790805687657,125.407551232618,120.098451885718,131.014383292101,120.118995861303,145.48367657113,130.7020373022,106.34303775604,116.561299101328,109.756474067112,116.004600277374,114.664867823258,124.673079173191,116.601208983603,121.397971541873,121.559124154848,113.877969737486,137.364934729384,121.014013595896,102.088600095662,110.380050429911,103.497371379218,113.24289367311,92.190702758403
9,Comercio_al_por_menor,93.380711333315,91.385413967335,99.451234099233,92.34414454517,99.068679592476,93.791945026643,94.954320480946,98.203263837166,87.119502201698,104.19788515534,112.124515884606,102.137929975684,96.634569389006,89.335774773671,94.858736620114,102.422236324246,103.307778098815,97.320636373358,101.259740340543,101.543406330704,92.987516018648,105.138258429022,110.698410790304,104.49293651157,93.962935572488,91.262713157199,97.974552661119,98.073605003652,105.705803235315,99.098811885043,103.995746749475,101.771465623375,95.443946600356,108.695983905743,112.561755917487,111.176009999952,99.66164855358,93.246476894481,103.492056056174,102.189627357598,103.377769248176,106.500317563033,107.466308077001,104.741363551298,103.73611449937,111.734416559445,113.93107688571,112.885627729683,98.581423012392,100.940323214963,103.069826823025,105.000611452344,105.776351247419,108.272661677102,103.91393311778,110.117751907261,105.392220380489,115.652950537104,125.326596682054,121.954509809201,101.975155362151,101.338116666102,110.699995545899,103.7714786101,111.921434972477,114.443916509189,105.572282813633,112.588386951936,107.059537950701,120.621970045666,127.979435437597,124.317862603655,108.009672552808,104.055954088707,111.478618421976,108.44099862127,114.511984005506,114.090598939547,111.318934790573,116.89544396305,108.802485673597,123.827194172388,132.605615220293,123.301160645993,110.27775431064,108.701413134362,114.35587067103,110.095711359655,119.128628307791,115.802172325349,115.992018301495,118.944435210375,112.865505902371,127.611617964569,132.62458868524,131.341393277913,111.593368099981,110.959028445774,113.292924242462,74.102632108807
10,Transportes_correos_y_almacenamiento_Información_en_medios_masivos,94.371547733651,90.778626093405,96.962136059899,94.838380278875,97.660856042331,98.119897796811,99.658022148235,99.515644823463,93.473273369178,99.280859498828,100.699209426494,99.906596378151,99.044308499497,92.495437504952,98.255579329802,99.79893310884,100.871850425925,99.044601571002,103.863033960362,102.913730442656,96.413614855755,102.805847734927,102.01471078882,102.478351777463,101.521902721655,95.231998142848,104.433384747495,104.17807580606,105.429668082111,103.424331535905,106.78212064866,105.862531315978,100.317971202288,106.381771727605,106.123433844535,108.756430349881,108.444202099506,102.985694295219,111.057985557762,109.584440219141,111.274413844233,113.184431438582,115.479645808013,115.844920911654,110.230491196786,115.522939798227,116.82103110024,118.415443349272,115.773360905723,113.189783499898,118.330526234268,118.247017749562,119.688285447549,120.837113243307,122.406321729962,123.84751813079,117.40471676578,121.010430901978,123.190330429432,126.530422664541,125.197564530827,117.52314839427,126.83988825669,124.000461837142,127.750498962055,127.990372248984,128.188612812196,131.304262618179,121.156874712388,128.126386828841,131.712680888214,129.852256713363,129.187323954406,120.650206657305,129.373512032465,130.101415715427,136.790660687442,132.422553130952,134.954741337918,137.040245184878,124.050525836655,134.951539742357,135.882967584192,133.454913405574,130.335794549565,121.121785468756,131.621036789197,129.661065178595,134.268363068556,131.320643103002,136.749407531153,137.378429330072,129.952035942424,137.284624617929,136.783799892488,135.257232813561,129.984074725882,122.74579816924,128.251948709518,92.190414041003
11,Servicios_financieros_y_de_seguros_Servicios_inmobiliarios_y_de_alquiler_de_bienes_muebles_e_intangibles,94.00554119216,93.852062981602,94.933113889932,94.410257866245,95.521646652472,95.63276285687,96.123745396013,96.81193694279,96.577199083881,97.807615653481,97.762167030115,101.643310097716,98.039552408846,97.525677173625,98.904263427694,98.839748305384,101.086449397094,98.677036228586,100.093574143104,100.227322539714,99.708053798135,99.989246746745,100.514290470295,106.394785360777,100.823321664217,100.775280095008,102.632910473672,101.484769529589,102.812751097596,103.454926018781,104.269808351684,102.963278591373,102.621734141471,104.383658220477,104.274785956065,109.696406193348,105.207287530074,104.819632875258,107.059462359607,107.789857611837,110.208361475624,108.519753039956,109.449238660712,109.463534743878,107.941704603806,109.923926577023,110.695883399217,114.698216112091,111.788446422189,111.94548645881,112.217296562234,113.424711415732,115.981128921406,113.64993784113,114.933196510895,115.298022462075,111.464383430938,113.839404756567,115.628158142077,119.338161231693,117.818060869789,116.412591838911,116.909290140564,116.370459337652,118.670460198589,115.33423402629,116.145366684993,117.524633731416,113.75868290804,114.074272718184,116.49479385697,121.029543895484,118.903062030301,118.38064373192,117.692005216319,120.435022214475,120.563433401964,117.936100033417,121.315938926208,121.113036690226,117.06579559835,118.047104336004,120.373979790941,123.820202564178,122.994948852243,120.979071599122,120.38370718893,120.729235641497,122.759048164715,119.66879855041,121.531528698555,120.141401157894,116.105951206331,117.848601007039,121.13973696042,121.894723961619,122.89590461141,121.278416366412,121.681485957036,117.597990814399
12,Servicios_profesionales_científicos_y_técnicos_Corporativos_Servicios_de_apoyo_a_los_negocios_y_manejo_de_residuos_y_desechos_y_servicios_de_remediación,84.202970754251,87.040053458935,95.809980095529,90.653530117332,99.690468877832,101.651034528366,96.826231579024,99.494954128384,93.523757623753,95.967801132409,100.746697580515,119.016731281628,91.888904120901,93.720841222188,96.498053631662,97.575954143433,102.937973112098,100.967727323466,99.387960883406,98.91484740849,96.650813595973,98.153417546331,103.048446770709,120.255060241344,89.584993513719,92.893483198746,100.043642689367,95.701005693466,101.483123190265,101.425260600442,98.844783202389,96.520394617338,97.600422344719,100.559994129262,102.422327170605,120.763289138172,91.391570884746,93.974623095412,103.933789196733,96.982852071117,102.753737797753,108.539232096301,101.27491264783,98.523296416064,100.422629363854,102.37918280707,106.048775176912,119.910873246073,93.199064045821,95.018198640801,105.891705399399,102.046313484548,104.203969097599,107.136816310698,101.536602178272,100.728414790798,100.894622437753,105.067705897551,114.293362051483,123.493760592486,97.098924459811,101.360362611888,116.115607398561,102.47700009413,110.609680785913,113.100463016603,103.594350250086,108.987589795427,105.686477440576,107.815142833885,117.766099376303,134.679733763327,98.999521259666,103.288533452497,115.520470013752,114.052003218807,110.97770419314,117.444660223309,110.3279160284,115.772689545573,113.141471476414,113.125222121636,123.901457641552,131.881714565792,103.075700410696,108.58600663513,127.157708137688,110.669951274242,124.144580123391,118.795945513074,113.835470686102,117.51815892352,115.192930574729,117.617540582249,126.23102442942,135.415058207812,105.30199957729,109.007940486673,125.453352912693,110.158025756155
13,Servicios_educativos_Servicios_de_salud_y_de_asistencia_social,100.415470507051,99.298270615118,99.762037897541,93.691345500107,98.804721642562,101.063945781891,95.343276965319,97.978932145037,102.146027752755,102.937976956295,101.974930564738,98.539677682413,101.274728238024,100.370787136944,98.805547472427,97.417174728756,99.683061296692,101.235234502529,95.924184062837,98.311155350182,102.640787064225,102.956059703199,101.953107985349,99.428172458836,101.366819129481,100.567153652736,101.501544499638,95.072115588174,98.961841121813,101.410175535197,98.270426569682,97.738711438711,103.137793407913,102.393851588816,101.006314845942,99.992764375737,99.582495172286,99.225880194326,100.667725734674,95.185360040845,97.850833417852,101.89899198567,97.286498208083,96.11805770711,102.722058911419,101.91260222598,101.883491994148,100.712207398663,99.865677652749,101.271487543155,99.727085577268,98.755711138564,101.09769356469,103.719142633011,99.280763745911,98.46077761766,104.110544886325,102.6772551585,103.56313702244,100.67670383316,103.310783707372,101.711455612417,104.765973777482,96.867341830257,102.501845896403,105.545746548015,101.543868635419,99.902340731321,98.219748357367,104.861398530758,105.703674096356,102.292147436793,103.642400961334,103.563982314467,102.700388567852,101.451307259758,104.302800075362,106.312946355358,103.361706981385,102.261022851743,99.36856908977,107.150306962621,106.933425587759,101.88288133798,104.828145228117,103.851744895096,105.2520530301,99.407117684929,103.609000765802,105.527840365076,103.371431693254,98.838918806939,98.707804203338,105.878939658615,104.503207153572,103.181401735908,103.022208389338,102.916160047602,103.551201798368,98.40029871695
14,Servicios_de_esparcimiento_culturales_y_deportivos_y_otros_servicios_recreativos_Otros_servicios_excepto_actividades_gubernamentales,95.44436899041,93.575121488195,95.149035225166,96.231876836261,97.454714438619,97.316131183977,98.408954822742,98.484260653006,97.644169702264,100.160463152984,99.990758417153,97.539977423341,98.085187152483,96.906531998368,98.642228551848,99.309999815874,100.149674334363,99.624987854992,100.805490945065,101.611679888115,100.163547285241,101.212679205971,101.457843593912,102.03014937377,99.093169798242,98.18798640483,95.981773340222,97.252691441937,102.102545224774,100.548221983027,100.255536152675,103.134182035747,99.579891369475,101.556443022245,100.684377190127,99.346677808187,100.995977082124,100.054903985333,100.282105753729,99.482160658609,101.343714462922,101.305266669964,102.147153650361,104.817099118491,104.022924423655,107.600838425307,105.679833313423,108.716715694448,104.060617932823,103.515719946786,101.44961464117,102.983137732071,106.664425208378,104.660432480795,106.337506770997,107.482645818472,102.306915644381,107.138187775539,106.443962940583,110.767524023253,105.506660441244,104.056761435799,104.672415711596,102.86842795401,107.974172123609,100.954857569206,103.523330845856,107.691748385108,102.308463124514,105.704756824838,107.388161155424,107.272233838774,105.961115289523,104.461522666428,103.77404432245,102.747510518767,107.450487875364,103.018616746864,104.188661527407,107.924519551149,102.875286760716,103.717903225476,109.190518582377,110.911039685989,105.91562519218,105.209769333935,103.509821631624,102.60059268317,108.432199751638,104.755407459561,104.338301286832,111.504343467642,104.266103419937,103.910468904349,106.904652099056,109.393118680828,104.874345060744,104.176394959138,95.18785448757,71.438218467149
15,Servicios_de_alojamiento_temporal_y_de_preparación_de_alimentos_y_bebidas,94.086085205648,96.633227170734,102.571378718387,102.441424492271,99.286976026642,98.546940191466,108.965599636133,102.188906565698,90.418924525411,93.918844221758,100.876387605756,97.4913011199,97.011875830895,96.600490835988,105.90881467457,99.942047346209,100.621425612839,98.129221578319,110.948878872173,102.75014613011,89.605024282512,95.470024893548,102.386653402981,100.625396539855,100.758738492505,98.516852673322,106.42658947982,102.839521335993,103.244352186637,99.81723518421,112.779857412022,105.679847409788,88.660445011517,98.663464477966,105.746203396277,101.627806589392,103.685369953501,102.078623584618,112.684995103781,109.882923239793,110.599186407679,108.130811254781,121.123120513684,114.274980029381,94.889171548961,108.300773737099,113.104777045709,107.988697663288,108.477613728335,106.612742202912,116.597788420425,108.669212235671,109.232700831362,110.064323538675,122.018129020764,113.871718088377,102.432496194529,112.042002210656,116.815518574736,113.293023028254,110.43324103724,111.761006928686,121.776932158667,117.353085152299,119.946420369523,118.475915901842,128.370760680572,120.052707011026,98.457629805096,110.204095140983,115.526195068116,109.574522948722,116.907407278702,114.543686343397,125.064061666138,118.830921664867,118.792714499133,116.586197672567,130.521229114684,121.463041641158,100.853963735096,114.994627620798,120.779704445673,112.714076342161,113.142644603852,112.656600552629,123.968580006881,117.908438107662,123.141073226241,119.608294191271,131.088523627389,122.307004325023,102.088700171868,117.415045144611,124.588565340793,117.275924923097,115.599749941524,115.237111678394,91.287882008299,34.800849372578
16,Actividades_legislativas_gubernamentales_de_impartición_de_justicia_y_de_organismos_internacionales_y_extraterritoriales,96.530803087531,95.93717548898,101.575392668484,104.337382071457,107.975448841938,105.735263787452,103.066871910934,94.013816353489,96.550794319622,102.810861499773,103.629672104648,104.978829917648,96.265678498794,93.392899763786,96.746394047813,97.837502938239,102.734785684604,102.03650357032,99.58516520288,94.627624070331,100.841173916273,104.72539543154,104.211946814478,106.994930060943,99.101578834108,97.157827765714,98.940252004444,100.876055676671,103.238995382027,101.960442111575,104.098816048512,96.617632541719,101.586082501787,105.806046084453,105.14531576655,109.559426269364,102.624826281462,105.690996486211,104.82271078426,105.36810072387,107.457257633589,105.658770572331,102.331866665238,97.518647784859,101.329343509429,104.353032006574,103.276002207943,110.195598615766,102.732067969944,101.375407814142,99.832513716137,104.967891248385,107.601607787829,105.176319095315,104.348742223905,98.805141294225,102.547938513762,107.419398586289,108.245978822095,109.210853543935,104.766361464559,102.195935001008,100.42521520612,104.596654848114,107.260429094445,105.553208485683,103.608273057492,98.39991853526,103.119002876706,104.418757067568,108.942892101492,111.707852094548,108.63672006589,107.539042641966,107.429366619532,112.078309543503,114.296763960632,113.700481922568,107.67371909954,100.196422326616,102.907558509139,107.700107787541,108.398958549919,106.219636780701,106.107225742871,104.035542362419,103.436890526735,108.161519483801,109.205436380375,106.194420814436,103.933310219944,98.811095476723,102.173682328598,107.249065030841,107.356935315738,109.016275388126,106.843641033841,113.006293559308,114.022202018545,109.6122320665
